ProteinID,Gene,Description,control_1 Intensity,control_2 Intensity,control_3 Intensity,treatment_1 Intensity,treatment_2 Intensity,treatment_3 Intensity
P17612,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha,21.9258,19.7055,21.369,24.7999,24.6439,25.3042
P17844,DDX5,Probable ATP-dependent RNA helicase DDX5,29.2902,29.4554,29.5583,29.6072,29.3472,29.7543
P17858,PFKL,"ATP-dependent 6-phosphofructokinase, liver type",26.4056,25.8765,26.6502,26.7087,26.3635,26.8184
P17931,LGALS3,Galectin-3,20.1912,24.2174,24.4758,24.6261,23.5059,23.1471
P17980,PSMC3,26S proteasome regulatory subunit 6A,26.5379,26.4814,26.7369,27.3008,27.3606,26.9452
P17987,TCP1,T-complex protein 1 subunit alpha,30.3582,30.5818,30.3233,30.6156,30.4438,30.3649
P18031,PTPN1,Tyrosine-protein phosphatase non-receptor type 1,21.9405,23.5202,23.9684,24.9691,24.5389,24.6692
P18077,RPL35A,60S ribosomal protein L35a,22.1549,23.6301,24.3242,25.6069,25.9818,25.0065
P18084,ITGB5,Integrin beta-5,21.6812,21.3828,23.9291,28.5751,28.7434,28.6411
P18085,ARF4,ADP-ribosylation factor 4,21.5164,20.512,20.7844,22.7436,22.5202,23.6537
P18124,RPL7,60S ribosomal protein L7,31.0702,31.4603,31.3889,30.7402,30.6447,30.8729
P18206,VCL,Vinculin,27.2794,27.3218,27.2193,27.4825,27.2308,27.6539
P18583,SON,Protein SON,29.4905,29.9231,29.7372,28.3366,28.69,28.8207
P18621,RPL17,60S ribosomal protein L17,28.4485,28.9076,29.4073,28.3062,28.3911,28.0986
P18669,PGAM1,Phosphoglycerate mutase 1,29.6349,29.4587,29.5937,29.3683,29.29,29.319
P18754,RCC1,Regulator of chromosome condensation,26.3649,25.6503,26.8606,24.889,26.0488,25.6849
P18887,XRCC1,DNA repair protein XRCC1,23.2668,23.6597,24.3949,24.0397,23.2202,23.47
P19022,CDH2,Cadherin-2,25,24.6186,21.9447,27.6553,27.1763,27.3716
P19338,NCL,Nucleolin,32.5335,32.6818,32.6477,32.1802,32.1802,32.1518
P19388,POLR2E,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",20.2068,23.4613,23.6693,24.1389,23.5865,24.0743
P19404,NDUFV2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",24.4056,25.7013,23.5761,25.515,24.8493,25.1612
P19440,GGT1,Glutathione hydrolase 1 proenzyme,20.6972,22.9595,23.5004,25.4745,25.6499,25.7226
P19525,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",20.5102,21.8902,22.8545,22.3628,23.0527,22.4907
P19623,SRM,Spermidine synthase,25.1211,24.9596,25.1948,24.8885,24.6539,24.7229
P19784,CSNK2A2,Casein kinase II subunit alpha',24.2754,24.7902,23.871,25.7652,24.6759,23.8498
P19823,ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2,25.1174,25.7088,25.9409,29.7021,29.6895,29.5562
P20020,ATP2B1,Plasma membrane calcium-transporting ATPase 1,22.6535,23.5168,21.6954,25.807,25.5701,21.7393
P20042,EIF2S2,Eukaryotic translation initiation factor 2 subunit 2,25.7324,25.8795,25.8535,26.0976,25.861,26.138
P20073,ANXA7,Annexin A7,25.0003,20.7403,20.5663,23.9258,24.0934,22.9194
P20226,TBP,TATA-box-binding protein,22.6687,22.0186,21.3023,22.0394,21.841,21.2459
P20339,RAB5A,Ras-related protein Rab-5A,20.9056,21.8696,21.9523,23.0528,23.5854,23.3938
P20618,PSMB1,Proteasome subunit beta type-1,25.2378,24.1619,21.686,25.6952,25.4244,25.962
P20645,M6PR,Cation-dependent mannose-6-phosphate receptor,21.5656,22.4153,21.5481,24.0663,23.0896,23.4183
P20674,COX5A,"Cytochrome c oxidase subunit 5A, mitochondrial",25.5778,24.2167,25.14,26.4858,26.8188,25.9888
P20700,LMNB1,Lamin-B1,30.3784,30.4818,30.7339,31.2925,31.3047,31.3433
P20810,CAST,Calpastatin,21.3568,23.1927,22.7168,20.3852,20.9662,23.3571
P20827,EFNA1,Ephrin-A1,21.5786,22.7237,21.8997,25.5975,25.6722,25.5719
P20933,AGA,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,21.7049,22.381,21.2554,24.4357,26.0519,24.0628
P21127,CDK11B,Cyclin-dependent kinase 11B,25.0907,24.1494,25.2913,25.0887,25.8564,25.2222
P21281,ATP6V1B2,"V-type proton ATPase subunit B, brain isoform",25.657,25.8927,25.6656,26.4394,25.448,25.318
P21333,FLNA,Filamin-A,30.6889,30.7578,30.7576,31.1488,31.133,31.2242
P21397,MAOA,Amine oxidase [flavin-containing] A,25.2882,27.2966,26.1204,27.1872,25.2078,26.6851
P21549,AGXT,Serine--pyruvate aminotransferase,25.8074,26.0211,25.7545,27.2414,27.3013,26.7436
P21796,VDAC1,Voltage-dependent anion-selective channel protein 1,27.9872,28.5681,27.9316,29.506,29.2428,29.1457
P21912,SDHB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",26.8254,27.0968,27.1279,27.4907,27.5806,27.5444
P21964,COMT,Catechol O-methyltransferase,26.1038,25.8753,25.7437,26.8055,25.5671,26.0926
P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2,22.7883,24.0096,22.1033,24.1397,23.9983,24.0382
P22033,MUT,"Methylmalonyl-CoA mutase, mitochondrial",23.2557,25.3786,23.786,25.9443,25.5813,25.5054
P22059,OSBP,Oxysterol-binding protein 1,21.1812,23.7531,23.595,24.7663,24.6196,24.3845
P22087,FBL,rRNA 2'-O-methyltransferase fibrillarin,28.6197,29.268,29.3988,28.6803,28.7082,28.6093
P22090,RPS4Y1,"40S ribosomal protein S4, Y isoform 1",22.3168,21.6988,24.5801,24.1046,24.0633,24.7318
P22102,GART,Trifunctional purine biosynthetic protein adenosine-3,25.7251,25.5605,25.3677,26.4056,25.6367,26.2746
P22234,PAICS,Multifunctional protein ADE2,28.9666,28.8809,28.6192,29.0517,28.5457,28.8899
P22307,SCP2,Non-specific lipid-transfer protein,27.0816,27.2197,26.371,26.7562,26.4185,26.4406
P22314,UBA1,Ubiquitin-like modifier-activating enzyme 1,28.0337,28.3389,27.844,29.012,28.4948,28.3617
P22392,NME2,Nucleoside diphosphate kinase B,29.2347,28.7199,28.8905,29.7053,29.5686,29.5428
P22413,ENPP1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,26.7343,25.8281,25.8732,28.9143,28.6739,28.3187
P22415,USF1,Upstream stimulatory factor 1,21.1362,21.0878,21.5634,21.5647,22.8741,22.7175
P22570,FDXR,"NADPH:adrenodoxin oxidoreductase, mitochondrial",29.117,29.4782,29.1745,29.2774,29.449,29.2603
P22607,FGFR3,Fibroblast growth factor receptor 3,25.4763,24.6085,23.8576,24.9856,24.8479,25.1259
P22626,HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1,30.6457,30.9867,30.8507,30.8187,30.7796,30.51
P22695,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial",29.1161,29.3536,29.3084,30.1233,30.1878,30.1039
P23141,CES1,Liver carboxylesterase 1,29.2019,29.8312,29.1016,30.4721,30.5881,30.197
P23142,FBLN1,Fibulin-1,21.0005,22.4447,21.1004,22.7819,22.8005,23.0469
P23193,TCEA1,Transcription elongation factor A protein 1,21.3144,22.2273,21.0268,20.8631,22.4986,22.8339
P23229,ITGA6,Integrin alpha-6,21.7121,22.7074,22.6862,25.1844,25.4073,25.0344
P23246,SFPQ,"Splicing factor, proline- and glutamine-rich",30.3687,30.5729,30.3415,30.5237,30.7187,30.496
P23258,TUBG1,Tubulin gamma-1 chain,23.554,23.1024,22.2973,23.4869,20.3876,22.5871
P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B,31.3948,31.6995,31.2455,31.6035,31.5137,31.5513
P23368,ME2,"NAD-dependent malic enzyme, mitochondrial",23.1846,23.112,23.3141,23.6254,24.0166,23.0811
P23378,GLDC,"Glycine dehydrogenase (decarboxylating), mitochondrial",23.7762,25.6453,24.4129,25.6816,25.6187,25.0737
P23381,WARS,"Tryptophan--tRNA ligase, cytoplasmic",21.578,22.5777,23.6655,24.1864,24.2332,24.305
P23396,RPS3,40S ribosomal protein S3,29.1712,28.8841,29.0227,29.6599,29.486,29.4381
P23434,GCSH,"Glycine cleavage system H protein, mitochondrial",24.8719,25.3812,21.2713,25.1468,23.5374,24.7921
P23526,AHCY,Adenosylhomocysteinase,28.4883,28.1592,28.5909,29.04,28.4301,28.7067
P23527,HIST1H2BO,Histone H2B type 1-O,28.3218,28.5908,28.1964,28.4452,27.9671,28.2569
P23528,CFL1,Cofilin-1,29.3875,29.6779,29.5486,28.7167,28.9157,28.3791
P23588,EIF4B,Eukaryotic translation initiation factor 4B,25.0466,25.6843,25.6783,24.6443,25.5912,25.3788
P23786,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial",24.5911,24.0382,23.3337,24.6518,24.1323,24.1962
P23919,DTYMK,Thymidylate kinase,22.704,24.0798,22.3455,25.4682,24.1195,25.4899
P24534,EEF1B2,Elongation factor 1-beta,28.2986,28.4127,28.3582,28.0483,28.2644,27.9768
P24539,ATP5F1,"ATP synthase F(0) complex subunit B1, mitochondrial",23.3481,24.4395,23.9981,25.5659,25.024,25.426
P24666,ACP1,Low molecular weight phosphotyrosine protein phosphatase,25.1243,23.9056,25.0229,24.6809,24.5257,24.3721
P24752,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",30.5253,30.6152,30.4666,30.4637,30.5694,30.4369
P25205,MCM3,DNA replication licensing factor MCM3,21.8233,23.2243,22.6953,24.6103,25.3004,23.0413
P25325,MPST,3-mercaptopyruvate sulfurtransferase,27.598,27.6992,27.5443,27.8728,27.9744,27.8062
P25398,RPS12,40S ribosomal protein S12,28.3122,28.6104,28.7823,28.7015,28.5232,28.3684
P25685,DNAJB1,DnaJ homolog subfamily B member 1,25.5061,25.7972,25.9184,25.6048,26.2262,25.0587
P25705,ATP5F1A,"ATP synthase subunit alpha, mitochondrial",31.655,31.7648,31.4869,31.6441,31.5892,31.4647
P25786,PSMA1,Proteasome subunit alpha type-1,26.3611,26.9552,26.2788,27.2116,27.3653,27.5551
P25787,PSMA2,Proteasome subunit alpha type-2,25.3924,25.0746,26.4601,25.8908,26.2862,25.9004
P25788,PSMA3,Proteasome subunit alpha type-3,25.1099,25.8146,26.2855,25.4249,25.1384,25.7553
P25789,PSMA4,Proteasome subunit alpha type-4,24.5065,25.3676,24.4427,25.5379,25.2082,25.9638
P26196,DDX6,Probable ATP-dependent RNA helicase DDX6,21.6645,24.867,21.9841,25.8003,24.7818,24.1237
P26368,U2AF2,Splicing factor U2AF 65 kDa subunit,27.0191,27.0618,26.9819,27.4911,27.7859,27.5145
P26373,RPL13,60S ribosomal protein L13,31.2452,31.2083,31.486,30.5055,30.3832,30.7818
P26583,HMGB2,High mobility group protein B2,23.6439,24.3636,24.6369,25.3165,24.3211,24.8012
P26599,PTBP1,Polypyrimidine tract-binding protein 1,29.615,29.8198,29.4827,29.8093,29.8983,29.7338
P26639,TARS,"Threonine--tRNA ligase, cytoplasmic",23.7318,23.4449,21.1141,24.3981,24.4115,21.1369
P26640,VARS,Valine--tRNA ligase,26.9893,27.0708,27.7618,27.3417,27.1495,27.3749
P26641,EEF1G,Elongation factor 1-gamma,30.0023,30.3336,30.2034,30.7956,30.5685,30.721
P26885,FKBP2,Peptidyl-prolyl cis-trans isomerase FKBP2,24.0007,24.5347,21.2922,25.4791,25.406,25.1088
P27105,STOM,Erythrocyte band 7 integral membrane protein,23.636,25.5821,24.8495,27.8003,27.6169,27.9979
P27144,AK4,"Adenylate kinase 4, mitochondrial",28.7166,28.9869,28.3473,29.087,29.0922,29.135
P27338,MAOB,Amine oxidase [flavin-containing] B,27.5585,27.8266,27.5885,26.7315,26.3309,26.5996
P27348,YWHAQ,14-3-3 protein theta,26.8949,27.2542,27.8839,27.2324,27.2697,27.5028
P27361,MAPK3,Mitogen-activated protein kinase 3,21.1576,21.9692,22.2439,23.2053,23.5165,22.0887
P27487,DPP4,Dipeptidyl peptidase 4,21.4953,21.2259,22.0551,27.4109,27.7415,27.3937
P27635,RPL10,60S ribosomal protein L10,28.2179,28.1927,28.3325,28.4257,28.3972,27.9428
P27695,APEX1,DNA-(apurinic or apyrimidinic site) lyase,26.0792,26.3516,26.4271,27.1617,26.6766,26.6528
P27708,CAD,CAD protein,23.0813,23.1297,20.9309,22.9076,21.6875,23.108
P27797,CALR,Calreticulin,30.0365,30.0974,29.74,31.1037,31.0036,30.941
P27816,MAP4,Microtubule-associated protein 4,28.0933,27.9453,28.0202,27.1337,27.2229,27.5568
P27824,CANX,Calnexin,28.4299,28.3765,28.0672,29.2635,28.8496,28.8148
P28066,PSMA5,Proteasome subunit alpha type-5,25.2241,24.5558,23.7921,26.0438,25.5987,25.7996
P28070,PSMB4,Proteasome subunit beta type-4,25.4362,25.2835,24.0295,25.8014,25.2918,24.6214
P28072,PSMB6,Proteasome subunit beta type-6,24.823,25.4447,25.197,25.1218,25.0318,25.5192
P28074,PSMB5,Proteasome subunit beta type-5,24.1811,24.2799,23.5901,25.038,24.9033,25.0062
P28331,NDUFS1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",29.3899,29.5638,29.3699,29.4376,29.263,29.1992
P28370,SMARCA1,Probable global transcription activator SNF2L1,25.1954,25.2201,23.9137,25.0662,25.0138,24.0507
P28482,MAPK1,Mitogen-activated protein kinase 1,25.1383,25.8156,26.1551,26.6321,26.0671,26.3251
P28799,GRN,Granulins,20.7181,21.8269,22.4309,28.5427,28.5199,28.771
P28827,PTPRM,Receptor-type tyrosine-protein phosphatase mu,22.9532,22.3704,20.7651,23.8466,22.9301,22.8832
P28838,LAP3,Cytosol aminopeptidase,28.9272,28.5743,28.7091,28.9439,28.8038,28.418
P29144,TPP2,Tripeptidyl-peptidase 2,22.7613,24.7279,24.0732,25.1798,25.0167,25.3667
P29279,CTGF,Connective tissue growth factor,26.1388,25.5598,25.1677,28.6704,28.2764,28.9621
P29317,EPHA2,Ephrin type-A receptor 2,22.6239,22.1013,21.5424,23.3574,22.6263,23.2437
P29401,TKT,Transketolase,30.1253,29.9702,29.9587,30.0336,29.9095,29.9654
P29692,EEF1D,Elongation factor 1-delta,28.769,28.7732,28.6406,29.0291,29.0825,28.9733
P29966,MARCKS,Myristoylated alanine-rich C-kinase substrate,24.3295,20.1356,24.0797,24.1189,24.4038,24.2913
P29992,GNA11,Guanine nucleotide-binding protein subunit alpha-11,21.6844,21.8861,21.4281,23.8077,23.3913,23.1911
P30038,ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",30.5723,30.5829,30.4351,30.4596,30.5415,30.4488
P30040,ERP29,Endoplasmic reticulum resident protein 29,30.0522,30.2682,29.5621,29.8257,29.7708,29.8736
P30041,PRDX6,Peroxiredoxin-6,28.4593,27.5653,28.1963,28.0871,27.5382,27.6079
P30044,PRDX5,"Peroxiredoxin-5, mitochondrial",26.7656,27.6193,26.5068,28.2008,26.7117,27.1227
P30046,DDT,D-dopachrome decarboxylase,26.3006,26.3547,26.3153,26.7265,25.658,25.9711
P30048,PRDX3,"Thioredoxin-dependent peroxide reductase, mitochondrial",29.7101,29.8669,29.3351,30.9764,31.0915,30.6101
P30049,ATP5F1D,"ATP synthase subunit delta, mitochondrial",21.4563,22.9997,21.6198,22.7109,22.0694,22.702
P30050,RPL12,60S ribosomal protein L12,29.562,29.7059,29.635,29.8716,29.9246,29.6796
P30084,ECHS1,"Enoyl-CoA hydratase, mitochondrial",27.6779,28.3514,27.7906,28.3443,28.4928,27.9569
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1,30.4126,30.633,30.2938,30.4707,30.2679,30.2411
P30101,PDIA3,Protein disulfide-isomerase A3,32.941,33.0885,33.0383,34.2567,34.2985,34.0908
P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,25.8902,26.3755,26.3813,27.6593,27.4003,27.0434
P30405,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",29.3539,29.3848,29.4124,29.5884,29.7273,29.5163
P30414,NKTR,NK-tumor recognition protein,23.1934,21.4411,23.1089,24.7495,24.2789,23.601
P30419,NMT1,Glycylpeptide N-tetradecanoyltransferase 1,26.3559,27.003,26.8858,27.6805,27.3575,27.1341
P30533,LRPAP1,Alpha-2-macroglobulin receptor-associated protein,27.0125,26.8823,26.8727,30.1408,30.1595,30.2113
P30566,ADSL,Adenylosuccinate lyase,22.8832,21.8374,23.3658,22.8108,23.0145,23.1693
P30613,PKLR,Pyruvate kinase PKLR,20.7896,22.6808,20.8645,24.9202,22.0245,23.5195
P30740,SERPINB1,Leukocyte elastase inhibitor,21.5874,21.4775,20.6405,23.9973,24.2754,22.5624
P30837,ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial",31.0833,31.143,31.0353,30.7335,30.8426,30.5649
P31040,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",28.9032,28.7327,28.8784,28.9702,29.1154,28.8843
P31327,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",22.3773,21.9759,22.2033,24.7008,23.1594,23.7281
P31483,TIA1,Nucleolysin TIA-1 isoform p40,25.0482,26.2834,26.4952,26.2535,25.8026,25.8407
P31689,DNAJA1,DnaJ homolog subfamily A member 1,24.6514,26.2699,26.5889,27.9214,27.4864,27.356
P31930,UQCRC1,"Cytochrome b-c1 complex subunit 1, mitochondrial",30.3435,30.4399,30.2849,30.2832,30.4535,30.4765
P31937,HIBADH,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",26.5788,27.1396,26.2801,26.8884,27.0079,26.907
P31939,ATIC,Bifunctional purine biosynthesis protein PURH,28.9815,29.0398,29.2536,29.0281,28.8146,28.5617
P31942,HNRNPH3,Heterogeneous nuclear ribonucleoprotein H3,26.862,27.3159,26.6037,27.1231,27.0279,26.9927
P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,29.8955,30.1076,29.709,30.1522,30.1285,30.0524
P31946,YWHAB,14-3-3 protein beta/alpha,28.1152,27.8818,28.6486,28.3417,28.2608,28.6409
P31948,STIP1,Stress-induced-phosphoprotein 1,29.2445,29.3724,29.7334,29.7525,29.5828,29.5223
P32119,PRDX2,Peroxiredoxin-2,27.9241,27.9605,27.7083,28.1757,27.8369,27.8356
P32189,GK,Glycerol kinase,24.1844,25.5786,20.7271,26.7901,26.5374,26.825
P32322,PYCR1,"Pyrroline-5-carboxylate reductase 1, mitochondrial",29.422,29.5763,29.4813,29.6937,29.7208,29.6281
P32969,RPL9,60S ribosomal protein L9,28.4428,28.4577,28.3592,28.3602,28.2934,27.5172
P33121,ACSL1,Long-chain-fatty-acid--CoA ligase 1,21.1236,24.0405,22.1694,23.0165,22.9123,23.8227
P33176,KIF5B,Kinesin-1 heavy chain,26.242,26.9747,26.8219,26.0526,25.5105,26.3566
P33240,CSTF2,Cleavage stimulation factor subunit 2,26.9074,26.6979,26.742,26.1468,26.051,26.2064
P33908,MAN1A1,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",21.6542,22.3823,21.4555,25.612,25.5276,26.0571
P33991,MCM4,DNA replication licensing factor MCM4,22.0332,21.0386,21.6595,23.4734,23.0129,23.1172
P33992,MCM5,DNA replication licensing factor MCM5,21.1808,20.1132,22.7906,23.0142,22.9151,23.262
P33993,MCM7,DNA replication licensing factor MCM7,22.1056,20.8815,21.6805,21.5272,22.0178,23.1137
P34059,GALNS,N-acetylgalactosamine-6-sulfatase,20.5771,21.7367,21.2265,26.9329,26.6924,26.161
P34810,CD68,Macrosialin,22.4977,21.8436,22.046,23.6142,22.9059,21.9543
P34897,SHMT2,"Serine hydroxymethyltransferase, mitochondrial",30.5819,30.7358,30.5803,30.2597,30.2807,30.4752
P34931,HSPA1L,Heat shock 70 kDa protein 1-like,25.482,24.9571,25.0891,25.6128,25.4103,25.5454
P34932,HSPA4,Heat shock 70 kDa protein 4,28.5492,28.6854,28.5396,28.3501,28.0995,28.299
P34949,MPI,Mannose-6-phosphate isomerase,22.5896,22.5651,22.576,23.3899,21.1204,20.3418
P35221,CTNNA1,Catenin alpha-1,23.2498,22.295,22.9776,24.1343,23.4546,24.0126
P35222,CTNNB1,Catenin beta-1,27.6362,28.059,27.8163,28.6241,28.699,28.1479
P35232,PHB,Prohibitin,29.9085,30.0201,30.4367,30.8399,30.9528,30.585
P35237,SERPINB6,Serpin B6,20.8382,21.0892,21.5868,24.976,25.0475,24.6679
P35241,RDX,Radixin,25.8806,27.3812,27.9154,29.1547,29.0482,28.7324
P35249,RFC4,Replication factor C subunit 4,23.8012,24.7061,25.1867,23.4847,25.0505,22.5002
P35250,RFC2,Replication factor C subunit 2,23.2911,24.8716,23.6846,24.8977,24.9483,24.5623
P35251,RFC1,Replication factor C subunit 1,20.4387,21.7293,24.7576,21.2923,22.0787,23.8949
P35268,RPL22,60S ribosomal protein L22,27.5475,27.4733,27.3289,28.5369,28.2457,28.1466
P35270,SPR,Sepiapterin reductase,19.909,24.1164,23.9259,24.1635,24.0135,23.5623
P35527,KRT9,"Keratin, type I cytoskeletal 9",33.2477,34.5929,33.836,33.0485,32.2997,32.8922
P35579,MYH9,Myosin-9,29.3858,29.2175,29.5636,29.3832,29.4019,28.8997
P35580,MYH10,Myosin-10,28.568,28.2336,28.3458,28.5314,28.5356,28.2964
P35606,COPB2,Coatomer subunit beta',27.1487,26.5337,26.7998,28.2068,28.1585,28.3753
P35611,ADD1,Alpha-adducin,24.1714,23.9942,24.1945,24.837,24.4819,24.9484
P35613,BSG,Basigin,28.3456,28.5496,28.3958,30.0628,29.9359,30.1347
P35637,FUS,RNA-binding protein FUS,29.6347,29.6845,29.7693,29.6235,30.2731,29.3129
P35658,NUP214,Nuclear pore complex protein Nup214,23.3619,21.4204,20.7819,25.5806,23.1724,25.7352
P35659,DEK,Protein DEK,25.1613,25.4773,24.5534,24.6038,25.5736,25.1951
P35908,KRT2,"Keratin, type II cytoskeletal 2 epidermal",26.7673,26.7613,27.3369,24.8332,25.8759,25.5778
P35914,HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",24.7474,24.9245,25.3036,24.2087,24.4529,24.6492
P35998,PSMC2,26S proteasome regulatory subunit 7,27.7283,28.07,27.7643,28.1417,28.1422,27.5402
P36507,MAP2K2,Dual specificity mitogen-activated protein kinase kinase 2,21.4813,21.8359,22.1435,22.1585,21.596,22.3522
P36542,ATP5F1C,"ATP synthase subunit gamma, mitochondrial",26.8127,27.0551,26.4561,27.5807,27.6348,27.605
P36551,CPOX,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",26.6817,26.4681,26.7323,27.8543,27.8231,27.5232
P36578,RPL4,60S ribosomal protein L4,30.8632,31.1403,31.3036,30.7338,30.5828,30.908
P36776,LONP1,"Lon protease homolog, mitochondrial",28.1924,28.4983,27.6856,28.9044,29.083,28.8614
P36871,PGM1,Phosphoglucomutase-1,22.1721,22.7109,21.1394,23.8804,23.329,22.0174
P36873,PPP1CC,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,25.7428,25.9695,26.1078,25.8406,26.1,25.4481
P36915,GNL1,Guanine nucleotide-binding protein-like 1,24.6933,24.3103,24.3115,21.6674,21.541,21.8302
P36955,SERPINF1,Pigment epithelium-derived factor,21.7967,20.8425,22.7692,23.0591,22.3552,22.4827
P36957,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",26.6789,26.9981,26.9219,26.8547,26.9944,26.7564
P37108,SRP14,Signal recognition particle 14 kDa protein,28.1106,28.4365,28.2423,27.9101,27.59,27.8648
P37198,NUP62,Nuclear pore glycoprotein p62,22.8974,24.7326,22.1415,24.3479,24.1239,25.0974
P37268,FDFT1,Squalene synthase,25.0098,25.5584,25.3645,25.858,24.8186,25.3183
P37837,TALDO1,Transaldolase,26.7566,26.4565,26.9992,27.9312,27.6947,27.8726
P38117,ETFB,Electron transfer flavoprotein subunit beta,29.4967,29.7058,29.5905,29.5516,29.3497,29.647
P38159,RBMX,"RNA-binding motif protein, X chromosome",27.4904,27.81,28.0534,27.3073,27.1036,27.519
P38571,LIPA,Lysosomal acid lipase/cholesteryl ester hydrolase,22.071,21.3929,21.8844,27.4327,27.1788,27.0033
P38606,ATP6V1A,V-type proton ATPase catalytic subunit A,26.1588,26.4857,25.6587,27.4722,27.2933,26.5984
P38646,HSPA9,"Stress-70 protein, mitochondrial",32.7433,32.9219,32.8546,33.0441,32.9868,32.8916
P38919,EIF4A3,Eukaryotic initiation factor 4A-III,27.6781,27.686,27.7801,27.9273,27.9587,27.7752
P39019,RPS19,40S ribosomal protein S19,25.5895,26.8419,26.5185,26.7694,26.5,26.6097
P39023,RPL3,60S ribosomal protein L3,29.4723,29.5064,29.7542,29.5136,29.2737,29.7042
P39656,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,25.9081,25.9949,26.1211,27.2242,26.3774,26.88
P39687,ANP32A,Acidic leucine-rich nuclear phosphoprotein 32 family member A,26.4318,26.445,26.4977,26.3766,26.3724,26.0049
P39748,FEN1,Flap endonuclease 1,24.7849,23.5733,24.5309,25.2313,25.4158,24.0863
P40189,IL6ST,Interleukin-6 receptor subunit beta,22.3791,21.9796,22.2554,24.8396,25.0199,23.4755
P40222,TXLNA,Alpha-taxilin,23.0283,23.0125,23.51,23.5519,24.3026,23.7131
P40227,CCT6A,T-complex protein 1 subunit zeta,29.6229,30.4365,29.8051,30.6603,30.6561,30.3804
P40429,RPL13A,60S ribosomal protein L13a,32.3152,32.0966,32.2266,31.0412,31.2424,32.1371
P40925,MDH1,"Malate dehydrogenase, cytoplasmic",28.1021,27.9902,28.227,28.0482,27.6193,28.0118
P40926,MDH2,"Malate dehydrogenase, mitochondrial",31.2781,31.5336,31.4187,31.7072,31.8692,31.7672
P40938,RFC3,Replication factor C subunit 3,21.0973,23.0818,21.7671,23.2264,23.2188,23.1209
P40939,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",30.8377,31.0043,30.8787,31.0044,31.0422,30.913
P41091,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3,27.6389,27.7176,27.5813,28.4987,28.3509,28.2974
P41227,NAA10,N-alpha-acetyltransferase 10,22.8723,22.2788,20.9981,23.0816,22.9634,23.1602
P41235,HNF4A,Hepatocyte nuclear factor 4-alpha,20.6741,21.9712,22.27,23.5154,23.6983,23.3286
P41250,GARS,Glycine--tRNA ligase,25.0633,26.6735,27.3646,27.4224,26.7317,26.8854
P41252,IARS,"Isoleucine--tRNA ligase, cytoplasmic",26.4897,27.1832,26.9074,26.5309,27.5706,26.6484
P42126,ECI1,"Enoyl-CoA delta isomerase 1, mitochondrial",28.0743,28.3193,28.461,28.359,28.2235,28.3024
P42166,TMPO,"Lamina-associated polypeptide 2, isoform alpha",23.2827,25.694,25.5103,25.9495,26.305,25.6048
P42285,MTREX,Exosome RNA helicase MTR4,24.4961,25.7757,26.3376,27.4412,26.7807,25.564
P42330,AKR1C3,Aldo-keto reductase family 1 member C3,27.6503,27.774,27.8797,27.6981,27.5166,27.0561
P42566,EPS15,Epidermal growth factor receptor substrate 15,23.4235,22.0417,20.1269,22.3765,22.4269,21.4933
P42574,CASP3,Caspase-3,21.8957,21.6671,23.2963,22.6306,23.0012,22.9427
P42704,LRPPRC,"Leucine-rich PPR motif-containing protein, mitochondrial",30.4392,30.9116,30.3818,31.2012,31.1312,31.0221
